record_id,title,document_type,technology_domain,incident_type,severity,region,affected_system,root_cause,resolution_status,document_owner,last_updated,description,resolution_steps,lessons_learned,tags
SOP-0032,SOP: handling outage in Microwave,SOP,Microwave,Outage,S2,All,All,Procedural,Resolved,Microwave Team,2024-06-11,"Standard operating procedure for diagnosing and resolving outage events in the Microwave domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the radio link check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,microwave|outage|sop
SOP-0033,SOP: handling outage in Power Systems,SOP,Power Systems,Outage,S2,All,All,Procedural,Resolved,Power Infrastructure Team,2025-01-05,"Standard operating procedure for diagnosing and resolving outage events in the Power Systems domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the DC bus check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,power systems|outage|sop
SOP-0034,SOP: handling configuration issue in IP/MPLS,SOP,IP/MPLS,Configuration Issue,S2,All,All,Procedural,Resolved,IP Backbone Team,2024-01-06,"Standard operating procedure for diagnosing and resolving configuration issue events in the IP/MPLS domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the BGP session check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,ip-mpls|configuration-issue|sop
SOP-0035,SOP: handling outage in NMS/OSS,SOP,NMS/OSS,Outage,S2,All,All,Procedural,Resolved,NMS Engineering Team,2024-08-22,"Standard operating procedure for diagnosing and resolving outage events in the NMS/OSS domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the alarm correlation check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,nms-oss|outage|sop
SOP-0036,SOP: handling alarm in Access Network,SOP,Access Network,Alarm,S2,All,All,Procedural,Resolved,Access Engineering Team,2026-04-02,"Standard operating procedure for diagnosing and resolving alarm events in the Access Network domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the RF carrier check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,access network|alarm|sop
SOP-0037,SOP: handling alarm in Core Network,SOP,Core Network,Alarm,S2,All,All,Procedural,Resolved,Core Mobility Team,2026-11-09,"Standard operating procedure for diagnosing and resolving alarm events in the Core Network domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the GTP tunnel check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,core network|alarm|sop
SOP-0038,SOP: handling performance issue in DWDM,SOP,DWDM,Performance Issue,S2,All,All,Procedural,Resolved,Optical Transport Team,2026-03-27,"Standard operating procedure for diagnosing and resolving performance issue events in the DWDM domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the optical channel check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,dwdm|performance-issue|sop
SOP-0039,SOP: handling polling failure in DWDM,SOP,DWDM,Polling Failure,S2,All,All,Procedural,Resolved,Optical Transport Team,2025-05-01,"Standard operating procedure for diagnosing and resolving polling failure events in the DWDM domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the optical channel check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,dwdm|polling-failure|sop
SOP-0040,SOP: handling configuration issue in SCADA,SOP,SCADA,Configuration Issue,S2,All,All,Procedural,Resolved,SCADA Operations Team,2026-03-27,"Standard operating procedure for diagnosing and resolving configuration issue events in the SCADA domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the polling interval check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,scada|configuration-issue|sop
SOP-0041,SOP: handling degradation in IP/MPLS,SOP,IP/MPLS,Degradation,S2,All,All,Procedural,Resolved,IP Backbone Team,2026-03-27,"Standard operating procedure for diagnosing and resolving degradation events in the IP/MPLS domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the BGP session check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,ip-mpls|degradation|sop
SOP-0042,SOP: handling synchronization failure in IP/MPLS,SOP,IP/MPLS,Synchronization Failure,S2,All,All,Procedural,Resolved,IP Backbone Team,2025-12-17,"Standard operating procedure for diagnosing and resolving synchronization failure events in the IP/MPLS domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the BGP session check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,ip-mpls|synchronization-failure|sop
SOP-0043,SOP: handling connectivity loss in NMS/OSS,SOP,NMS/OSS,Connectivity Loss,S2,All,All,Procedural,Resolved,NMS Engineering Team,2025-12-19,"Standard operating procedure for diagnosing and resolving connectivity loss events in the NMS/OSS domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the alarm correlation check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,nms-oss|connectivity-loss|sop
SOP-0044,SOP: handling configuration issue in Power Systems,SOP,Power Systems,Configuration Issue,S2,All,All,Procedural,Resolved,Power Infrastructure Team,2024-06-18,"Standard operating procedure for diagnosing and resolving configuration issue events in the Power Systems domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the DC bus check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,power systems|configuration-issue|sop
SOP-0045,SOP: handling outage in Access Network,SOP,Access Network,Outage,S2,All,All,Procedural,Resolved,Access Engineering Team,2026-10-19,"Standard operating procedure for diagnosing and resolving outage events in the Access Network domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the RF carrier check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,access network|outage|sop
SOP-0046,SOP: handling outage in Core Network,SOP,Core Network,Outage,S2,All,All,Procedural,Resolved,Core Mobility Team,2024-02-10,"Standard operating procedure for diagnosing and resolving outage events in the Core Network domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the GTP tunnel check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,core network|outage|sop
SOP-0047,SOP: handling performance issue in Microwave,SOP,Microwave,Performance Issue,S2,All,All,Procedural,Resolved,Microwave Team,2024-01-28,"Standard operating procedure for diagnosing and resolving performance issue events in the Microwave domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the radio link check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,microwave|performance-issue|sop
SOP-0048,SOP: handling synchronization failure in SCADA,SOP,SCADA,Synchronization Failure,S2,All,All,Procedural,Resolved,SCADA Operations Team,2026-11-10,"Standard operating procedure for diagnosing and resolving synchronization failure events in the SCADA domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the polling interval check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,scada|synchronization-failure|sop
SOP-0049,SOP: handling synchronization failure in Core Network,SOP,Core Network,Synchronization Failure,S2,All,All,Procedural,Resolved,Core Mobility Team,2024-07-03,"Standard operating procedure for diagnosing and resolving synchronization failure events in the Core Network domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the GTP tunnel check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,core network|synchronization-failure|sop
SOP-0050,SOP: handling degradation in Access Network,SOP,Access Network,Degradation,S2,All,All,Procedural,Resolved,Access Engineering Team,2026-02-24,"Standard operating procedure for diagnosing and resolving degradation events in the Access Network domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the RF carrier check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,access network|degradation|sop
VND-0001,Vendor note: power issue workaround for Access Network,Vendor Note,Access Network,Configuration Issue,S3,All,Vendor-wide,Power Issue,Workaround,Access Engineering Team,2026-04-25,Vendor-published workaround for power issue affecting Access Network elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied RF carrier workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,access network|vendor|power
VND-0002,Vendor note: unknown workaround for DWDM,Vendor Note,DWDM,Configuration Issue,S3,All,Vendor-wide,Unknown,Workaround,Optical Transport Team,2025-07-04,Vendor-published workaround for unknown affecting DWDM elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied optical channel workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,dwdm|vendor|unknown
VND-0003,Vendor note: hardware failure workaround for Power Systems,Vendor Note,Power Systems,Configuration Issue,S3,All,Vendor-wide,Hardware Failure,Workaround,Power Infrastructure Team,2024-06-24,Vendor-published workaround for hardware failure affecting Power Systems elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied DC bus workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,power systems|vendor|hardware
VND-0004,Vendor note: firmware issue workaround for Power Systems,Vendor Note,Power Systems,Configuration Issue,S3,All,Vendor-wide,Firmware Issue,Workaround,Power Infrastructure Team,2026-11-23,Vendor-published workaround for firmware issue affecting Power Systems elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied DC bus workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,power systems|vendor|firmware
VND-0005,Vendor note: configuration error workaround for SCADA,Vendor Note,SCADA,Configuration Issue,S3,All,Vendor-wide,Configuration Error,Workaround,SCADA Operations Team,2025-05-15,Vendor-published workaround for configuration error affecting SCADA elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied polling interval workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,scada|vendor|configuration
VND-0006,Vendor note: capacity saturation workaround for DWDM,Vendor Note,DWDM,Configuration Issue,S3,All,Vendor-wide,Capacity Saturation,Workaround,Optical Transport Team,2025-08-16,Vendor-published workaround for capacity saturation affecting DWDM elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied optical channel workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,dwdm|vendor|capacity
VND-0007,Vendor note: vendor bug workaround for SCADA,Vendor Note,SCADA,Configuration Issue,S3,All,Vendor-wide,Vendor Bug,Workaround,SCADA Operations Team,2026-01-01,Vendor-published workaround for vendor bug affecting SCADA elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied polling interval workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,scada|vendor|vendor
VND-0008,Vendor note: hardware failure workaround for NMS/OSS,Vendor Note,NMS/OSS,Configuration Issue,S3,All,Vendor-wide,Hardware Failure,Workaround,NMS Engineering Team,2024-11-22,Vendor-published workaround for hardware failure affecting NMS/OSS elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied alarm correlation workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,nms-oss|vendor|hardware
VND-0009,Vendor note: hardware failure workaround for Core Network,Vendor Note,Core Network,Configuration Issue,S3,All,Vendor-wide,Hardware Failure,Workaround,Core Mobility Team,2026-05-04,Vendor-published workaround for hardware failure affecting Core Network elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied GTP tunnel workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,core network|vendor|hardware
VND-0010,Vendor note: vendor bug workaround for Core Network,Vendor Note,Core Network,Configuration Issue,S3,All,Vendor-wide,Vendor Bug,Workaround,Core Mobility Team,2024-06-06,Vendor-published workaround for vendor bug affecting Core Network elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied GTP tunnel workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,core network|vendor|vendor
VND-0011,Vendor note: firmware issue workaround for Access Network,Vendor Note,Access Network,Configuration Issue,S3,All,Vendor-wide,Firmware Issue,Workaround,Access Engineering Team,2025-07-04,Vendor-published workaround for firmware issue affecting Access Network elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied RF carrier workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,access network|vendor|firmware
VND-0012,Vendor note: firmware issue workaround for IP/MPLS,Vendor Note,IP/MPLS,Configuration Issue,S3,All,Vendor-wide,Firmware Issue,Workaround,IP Backbone Team,2024-05-16,Vendor-published workaround for firmware issue affecting IP/MPLS elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied BGP session workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,ip-mpls|vendor|firmware
VND-0013,Vendor note: human error workaround for Microwave,Vendor Note,Microwave,Configuration Issue,S3,All,Vendor-wide,Human Error,Workaround,Microwave Team,2024-07-18,Vendor-published workaround for human error affecting Microwave elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied radio link workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,microwave|vendor|human
VND-0014,Vendor note: hardware failure workaround for Access Network,Vendor Note,Access Network,Configuration Issue,S3,All,Vendor-wide,Hardware Failure,Workaround,Access Engineering Team,2025-05-11,Vendor-published workaround for hardware failure affecting Access Network elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied RF carrier workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,access network|vendor|hardware
VND-0015,Vendor note: configuration error workaround for Core Network,Vendor Note,Core Network,Configuration Issue,S3,All,Vendor-wide,Configuration Error,Workaround,Core Mobility Team,2024-04-08,Vendor-published workaround for configuration error affecting Core Network elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied GTP tunnel workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,core network|vendor|configuration
VND-0016,Vendor note: firmware issue workaround for Power Systems,Vendor Note,Power Systems,Configuration Issue,S3,All,Vendor-wide,Firmware Issue,Workaround,Power Infrastructure Team,2025-06-20,Vendor-published workaround for firmware issue affecting Power Systems elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied DC bus workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,power systems|vendor|firmware
VND-0017,Vendor note: power issue workaround for IP/MPLS,Vendor Note,IP/MPLS,Configuration Issue,S3,All,Vendor-wide,Power Issue,Workaround,IP Backbone Team,2024-02-26,Vendor-published workaround for power issue affecting IP/MPLS elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied BGP session workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,ip-mpls|vendor|power
VND-0018,Vendor note: link failure workaround for Microwave,Vendor Note,Microwave,Configuration Issue,S3,All,Vendor-wide,Link Failure,Workaround,Microwave Team,2025-03-28,Vendor-published workaround for link failure affecting Microwave elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied radio link workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,microwave|vendor|link
VND-0019,Vendor note: configuration error workaround for IP/MPLS,Vendor Note,IP/MPLS,Configuration Issue,S3,All,Vendor-wide,Configuration Error,Workaround,IP Backbone Team,2026-01-24,Vendor-published workaround for configuration error affecting IP/MPLS elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied BGP session workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,ip-mpls|vendor|configuration
VND-0020,Vendor note: configuration error workaround for Power Systems,Vendor Note,Power Systems,Configuration Issue,S3,All,Vendor-wide,Configuration Error,Workaround,Power Infrastructure Team,2026-06-19,Vendor-published workaround for configuration error affecting Power Systems elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied DC bus workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,power systems|vendor|configuration
VND-0021,Vendor note: link failure workaround for NMS/OSS,Vendor Note,NMS/OSS,Configuration Issue,S3,All,Vendor-wide,Link Failure,Workaround,NMS Engineering Team,2026-02-26,Vendor-published workaround for link failure affecting NMS/OSS elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied alarm correlation workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,nms-oss|vendor|link
VND-0022,Vendor note: vendor bug workaround for Microwave,Vendor Note,Microwave,Configuration Issue,S3,All,Vendor-wide,Vendor Bug,Workaround,Microwave Team,2025-08-22,Vendor-published workaround for vendor bug affecting Microwave elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied radio link workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,microwave|vendor|vendor
VND-0023,Vendor note: link failure workaround for Microwave,Vendor Note,Microwave,Configuration Issue,S3,All,Vendor-wide,Link Failure,Workaround,Microwave Team,2026-01-10,Vendor-published workaround for link failure affecting Microwave elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied radio link workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,microwave|vendor|link
VND-0024,Vendor note: firmware issue workaround for Core Network,Vendor Note,Core Network,Configuration Issue,S3,All,Vendor-wide,Firmware Issue,Workaround,Core Mobility Team,2025-02-23,Vendor-published workaround for firmware issue affecting Core Network elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied GTP tunnel workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,core network|vendor|firmware
VND-0025,Vendor note: link failure workaround for SCADA,Vendor Note,SCADA,Configuration Issue,S3,All,Vendor-wide,Link Failure,Workaround,SCADA Operations Team,2024-09-15,Vendor-published workaround for link failure affecting SCADA elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied polling interval workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,scada|vendor|link
VND-0026,Vendor note: capacity saturation workaround for Access Network,Vendor Note,Access Network,Configuration Issue,S3,All,Vendor-wide,Capacity Saturation,Workaround,Access Engineering Team,2025-09-23,Vendor-published workaround for capacity saturation affecting Access Network elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied RF carrier workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,access network|vendor|capacity
VND-0027,Vendor note: link failure workaround for DWDM,Vendor Note,DWDM,Configuration Issue,S3,All,Vendor-wide,Link Failure,Workaround,Optical Transport Team,2026-03-28,Vendor-published workaround for link failure affecting DWDM elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied optical channel workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,dwdm|vendor|link
VND-0028,Vendor note: human error workaround for NMS/OSS,Vendor Note,NMS/OSS,Configuration Issue,S3,All,Vendor-wide,Human Error,Workaround,NMS Engineering Team,2024-02-10,Vendor-published workaround for human error affecting NMS/OSS elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied alarm correlation workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,nms-oss|vendor|human
VND-0029,Vendor note: human error workaround for IP/MPLS,Vendor Note,IP/MPLS,Configuration Issue,S3,All,Vendor-wide,Human Error,Workaround,IP Backbone Team,2025-11-10,Vendor-published workaround for human error affecting IP/MPLS elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied BGP session workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,ip-mpls|vendor|human
VND-0030,Vendor note: hardware failure workaround for Core Network,Vendor Note,Core Network,Configuration Issue,S3,All,Vendor-wide,Hardware Failure,Workaround,Core Mobility Team,2025-11-07,Vendor-published workaround for hardware failure affecting Core Network elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied GTP tunnel workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,core network|vendor|hardware
VND-0031,Vendor note: unknown workaround for Access Network,Vendor Note,Access Network,Configuration Issue,S3,All,Vendor-wide,Unknown,Workaround,Access Engineering Team,2025-11-21,Vendor-published workaround for unknown affecting Access Network elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied RF carrier workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,access network|vendor|unknown
VND-0032,Vendor note: vendor bug workaround for Power Systems,Vendor Note,Power Systems,Configuration Issue,S3,All,Vendor-wide,Vendor Bug,Workaround,Power Infrastructure Team,2025-07-01,Vendor-published workaround for vendor bug affecting Power Systems elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied DC bus workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,power systems|vendor|vendor
VND-0033,Vendor note: capacity saturation workaround for SCADA,Vendor Note,SCADA,Configuration Issue,S3,All,Vendor-wide,Capacity Saturation,Workaround,SCADA Operations Team,2026-11-17,Vendor-published workaround for capacity saturation affecting SCADA elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied polling interval workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,scada|vendor|capacity
VND-0034,Vendor note: hardware failure workaround for DWDM,Vendor Note,DWDM,Configuration Issue,S3,All,Vendor-wide,Hardware Failure,Workaround,Optical Transport Team,2025-06-22,Vendor-published workaround for hardware failure affecting DWDM elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied optical channel workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,dwdm|vendor|hardware
VND-0035,Vendor note: hardware failure workaround for Access Network,Vendor Note,Access Network,Configuration Issue,S3,All,Vendor-wide,Hardware Failure,Workaround,Access Engineering Team,2026-04-09,Vendor-published workaround for hardware failure affecting Access Network elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied RF carrier workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,access network|vendor|hardware
VND-0036,Vendor note: configuration error workaround for NMS/OSS,Vendor Note,NMS/OSS,Configuration Issue,S3,All,Vendor-wide,Configuration Error,Workaround,NMS Engineering Team,2026-05-03,Vendor-published workaround for configuration error affecting NMS/OSS elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied alarm correlation workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,nms-oss|vendor|configuration
VND-0037,Vendor note: capacity saturation workaround for DWDM,Vendor Note,DWDM,Configuration Issue,S3,All,Vendor-wide,Capacity Saturation,Workaround,Optical Transport Team,2024-04-10,Vendor-published workaround for capacity saturation affecting DWDM elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied optical channel workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,dwdm|vendor|capacity
VND-0038,Vendor note: capacity saturation workaround for SCADA,Vendor Note,SCADA,Configuration Issue,S3,All,Vendor-wide,Capacity Saturation,Workaround,SCADA Operations Team,2026-03-17,Vendor-published workaround for capacity saturation affecting SCADA elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied polling interval workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,scada|vendor|capacity
VND-0039,Vendor note: unknown workaround for Microwave,Vendor Note,Microwave,Configuration Issue,S3,All,Vendor-wide,Unknown,Workaround,Microwave Team,2025-07-12,Vendor-published workaround for unknown affecting Microwave elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied radio link workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,microwave|vendor|unknown
VND-0040,Vendor note: vendor bug workaround for Microwave,Vendor Note,Microwave,Configuration Issue,S3,All,Vendor-wide,Vendor Bug,Workaround,Microwave Team,2026-06-13,Vendor-published workaround for vendor bug affecting Microwave elements. Applicable to firmware ranges shipped between 2024 and 2026.,Apply the vendor-supplied radio link workaround and schedule the fixed release.,Cross-link this note to incident closures that reference the same firmware family.,microwave|vendor|vendor
LL-0001,Lessons learned: polling failure in Power Systems (Southern),Lessons Learned,Power Systems,Polling Failure,S2,All,Multiple,Unknown,Archived,Power Infrastructure Team,2024-08-12,Retrospective summary of recent polling failure events in the Power Systems domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Validate configuration changes in a test profile before production deployment.,power systems|polling-failure|retrospective
LL-0002,Lessons learned: configuration issue in DWDM (Northern),Lessons Learned,DWDM,Configuration Issue,S2,All,Multiple,Configuration Error,Archived,Optical Transport Team,2024-10-26,Retrospective summary of recent configuration issue events in the DWDM domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Validate configuration changes in a test profile before production deployment.,dwdm|configuration-issue|retrospective
LL-0003,Lessons learned: alarm in NMS/OSS (Central),Lessons Learned,NMS/OSS,Alarm,S2,All,Multiple,Power Issue,Archived,NMS Engineering Team,2024-06-25,Retrospective summary of recent alarm events in the NMS/OSS domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Update the diagnostic playbook with the first-action step used here.,nms-oss|alarm|retrospective
LL-0004,Lessons learned: connectivity loss in SCADA (Eastern),Lessons Learned,SCADA,Connectivity Loss,S2,All,Multiple,Firmware Issue,Archived,SCADA Operations Team,2025-05-18,Retrospective summary of recent connectivity loss events in the SCADA domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,scada|connectivity-loss|retrospective
LL-0005,Lessons learned: performance issue in Access Network (Eastern),Lessons Learned,Access Network,Performance Issue,S2,All,Multiple,Hardware Failure,Archived,Access Engineering Team,2025-08-25,Retrospective summary of recent performance issue events in the Access Network domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Add a pre-change checklist item for this parameter family.,access network|performance-issue|retrospective
LL-0006,Lessons learned: alarm in DWDM (Western),Lessons Learned,DWDM,Alarm,S2,All,Multiple,Vendor Bug,Archived,Optical Transport Team,2024-07-18,Retrospective summary of recent alarm events in the DWDM domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Add a pre-change checklist item for this parameter family.,dwdm|alarm|retrospective
LL-0007,Lessons learned: outage in DWDM (Eastern),Lessons Learned,DWDM,Outage,S2,All,Multiple,Link Failure,Archived,Optical Transport Team,2026-02-01,Retrospective summary of recent outage events in the DWDM domain. Captures recurring failure patterns and the procedural changes adopted after closure review.,See linked incident closures for resolution steps; this record captures the retrospective.,Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,dwdm|outage|retrospective
